crop,state,market,first_week,last_week,n_weeks,coverage_category
tomato,Tamil Nadu,Attayampatti(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Attur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Avallapalli(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Bodinayakanur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Bodinayakkanur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Chengalpattu APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Chengalpet(Uzhavar Sandhai ),2024-07-15,2026-07-20,106,Short (1-2yr)
tomato,Tamil Nadu,Chengam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Chengam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Cheyyar APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Cheyyar(Uzhavar Sandhai ),2024-07-15,2026-07-27,77,Short (1-2yr)
tomato,Tamil Nadu,Chidambaram APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Chidambaram(Uzhavar Sandhai ),2024-07-15,2026-07-27,81,Short (1-2yr)
tomato,Tamil Nadu,Chinnalapatti(Uzhavar Sandhai ),2024-07-15,2026-07-27,101,Short (1-2yr)
tomato,Tamil Nadu,Chinnamanur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Chinnamanur(Uzhavar Sandhai ),2024-07-15,2026-07-27,82,Short (1-2yr)
tomato,Tamil Nadu,Chokkikulam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Coonoor(Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Cuddalore APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Cuddalore(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Cumbum APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Denkanikottai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Denkanikottai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Devakottai (Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Devakottai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Devaram(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Dharampuri APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Dharapuram APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Dharapuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,87,Short (1-2yr)
tomato,Tamil Nadu,Dharmapuri(Uzhavar Sandhai ),2024-07-15,2026-07-27,105,Short (1-2yr)
tomato,Tamil Nadu,Dindigul APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Dindigul(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Edapadi (Uzhavar Sandhai ),2024-07-15,2026-07-27,86,Short (1-2yr)
tomato,Tamil Nadu,Edappadi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Elampillai(Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Gandarvakottai(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Gandhigramam(Uzhavar Sandhai),2026-02-09,2026-07-27,25,Thin (<1yr)
tomato,Tamil Nadu,Gingee APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Gingee(Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Gobichettipalayam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Gobichettipalayam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Gudalur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Gudiyatham APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Gudiyatham(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Guduvancheri(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Harur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Harur(Uzhavar Sandhai ),2024-07-15,2026-07-27,104,Short (1-2yr)
tomato,Tamil Nadu,Hasthampatti(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Hosur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Hosur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Jalagandapuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,83,Short (1-2yr)
tomato,Tamil Nadu,Jameenrayapettai(Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Jayamkondam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Jeyankondam (Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,KKNagar(Uzhavar Sandhai ),2024-09-23,2026-07-27,29,Thin (<1yr)
tomato,Tamil Nadu,Kahithapattarai(Uzhavar Sandhai ),2024-07-15,2026-07-27,85,Short (1-2yr)
tomato,Tamil Nadu,Kallakurichi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Kallakurichi(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Kambam(Uzhavar Sandhai ),2024-07-15,2026-07-27,84,Short (1-2yr)
tomato,Tamil Nadu,Kamuthi(Uzhavar Sandhai ),2025-06-30,2026-07-27,48,Thin (<1yr)
tomato,Tamil Nadu,Kancheepuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Kanchipuram APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Kandiyaperi(Uzhavar Sandhai ),2024-07-15,2026-07-27,82,Short (1-2yr)
tomato,Tamil Nadu,Kangayam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Kangeyam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Karaikudi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Karaikudi(Uzhavar Sandhai ),2024-07-15,2026-07-27,104,Short (1-2yr)
tomato,Tamil Nadu,Karambakkudi(Uzhavar Sandhai ),2024-07-15,2026-07-27,96,Short (1-2yr)
tomato,Tamil Nadu,Karimangalam(Uzhavar Sandhai),2026-02-23,2026-07-27,23,Thin (<1yr)
tomato,Tamil Nadu,Kariyapatti(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Karumanturai APMC,2023-10-30,2024-05-20,6,Thin (<1yr)
tomato,Tamil Nadu,Karur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Karur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Katpadi (Uzhavar Sandhai ),2024-07-15,2026-07-27,86,Short (1-2yr)
tomato,Tamil Nadu,Katpadi(Uzhavar Santhai),2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Kaveripattinam(Uzhavar Sandhai ),2024-07-15,2026-07-27,87,Short (1-2yr)
tomato,Tamil Nadu,Keelpennathur(Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Kodaikkanal(Uzhavar Sandhai),2025-08-25,2026-01-19,22,Thin (<1yr)
tomato,Tamil Nadu,Kothagiri(Uzhavar Sandhai ),2024-12-30,2024-12-30,1,Thin (<1yr)
tomato,Tamil Nadu,Kovilpatti APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Kovilpatti(Uzhavar Sandhai ),2024-07-15,2026-07-27,77,Short (1-2yr)
tomato,Tamil Nadu,Krishnagiri APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Krishnagiri(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Kulithalai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Kumarapalayam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Kumbakonam (Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Kumbakonam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Kundrathur(Uzhavar Sandhai ),2024-07-15,2026-07-27,85,Short (1-2yr)
tomato,Tamil Nadu,Kurichi(Uzhavar Sandhai ),2024-07-15,2026-07-27,82,Short (1-2yr)
tomato,Tamil Nadu,Lalgudi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Lalgudi(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Madhuranthagam(Uzhavar Sandhai ),2024-07-15,2026-07-27,100,Short (1-2yr)
tomato,Tamil Nadu,Mailaduthurai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Manachanallur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Manachanallur(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Manapparai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Manapparai(Uzhavar Sandhai ),2024-07-15,2026-07-27,77,Short (1-2yr)
tomato,Tamil Nadu,Mannargudi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Mannargudi I(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Mannargudi II(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Mannarkudi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Mayiladuthurai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Mecheri(Uzhavar Sandhai),2026-02-09,2026-07-27,25,Thin (<1yr)
tomato,Tamil Nadu,Medavakkam(Uzhavar Sandhai ),2024-07-15,2026-07-27,101,Short (1-2yr)
tomato,Tamil Nadu,Melapalayam(Uzhavar Sandhai ),2024-07-15,2026-07-27,78,Short (1-2yr)
tomato,Tamil Nadu,Melur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Melur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Mettupalayam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Mettur(Uzhavar Sandhai ),2024-07-15,2026-07-27,86,Short (1-2yr)
tomato,Tamil Nadu,Mohanur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Musiri(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Muthupettai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Myladi(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,NGO Colony(Uzhavar Sandhai ),2024-07-15,2026-07-27,87,Short (1-2yr)
tomato,Tamil Nadu,Nagapattinam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Nagapattinam(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Namakkal APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Namakkal(Uzhavar Sandhai ),2024-07-15,2026-06-15,72,Short (1-2yr)
tomato,Tamil Nadu,Nanganallur(Uzhavar Sandhai ),2024-07-15,2026-07-27,95,Short (1-2yr)
tomato,Tamil Nadu,Naravarikuppam(Uzhavar Sandhai ),2024-07-15,2026-07-20,101,Short (1-2yr)
tomato,Tamil Nadu,Natrampalli(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Needamangalam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Padappai(Uzhavar Sandhai ),2024-07-15,2026-07-27,86,Short (1-2yr)
tomato,Tamil Nadu,Palacode(Uzhavar Sandhai ),2024-07-15,2026-07-27,82,Short (1-2yr)
tomato,Tamil Nadu,Palakode APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Palanganatham(Uzhavar Sandhai ),2024-07-15,2026-07-27,84,Short (1-2yr)
tomato,Tamil Nadu,Palani APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Palani(Uzhavar Sandhai ),2024-07-15,2026-07-27,103,Short (1-2yr)
tomato,Tamil Nadu,Palayamkottai(Uzhavar Sandhai ),2024-07-15,2026-07-27,100,Short (1-2yr)
tomato,Tamil Nadu,Palladam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Palladam(Uzhavar Sandhai ),2024-07-15,2026-07-27,83,Short (1-2yr)
tomato,Tamil Nadu,Pallapatti (Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Pallavaram(Uzhavar Sandhai ),2024-07-15,2026-07-27,92,Short (1-2yr)
tomato,Tamil Nadu,Pallikonda(Uzhavar Sandhai),2026-02-09,2026-07-27,25,Thin (<1yr)
tomato,Tamil Nadu,Panruti APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Panruti(Uzhavar Sandhai ),2024-07-15,2026-07-27,104,Short (1-2yr)
tomato,Tamil Nadu,Papanasam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Papanasam(Uzhavar Sandhai ),2024-07-15,2026-07-20,106,Short (1-2yr)
tomato,Tamil Nadu,Paramakudi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Paramakudi(Uzhavar Sandhai ),2024-07-15,2026-07-27,95,Short (1-2yr)
tomato,Tamil Nadu,Paramathivelur(Uzhavar Sandhai ),2024-07-15,2026-07-27,100,Short (1-2yr)
tomato,Tamil Nadu,Paruthipattu(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Pattukottai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Pattukottai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Pennagaram APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Pennagaram(Uzhavar Sandhai ),2024-07-15,2026-07-27,105,Short (1-2yr)
tomato,Tamil Nadu,Perambakkam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Perambalur(Uzhavar Sandhai ),2024-07-15,2026-07-27,80,Short (1-2yr)
tomato,Tamil Nadu,Perampet(Uzhavar Sandhai),2026-02-09,2026-07-20,23,Thin (<1yr)
tomato,Tamil Nadu,Peravurani(Uzhavar Sandhai),2026-02-09,2026-07-20,24,Thin (<1yr)
tomato,Tamil Nadu,Periyakulam(Uzhavar Sandhai ),2024-07-15,2026-07-27,80,Short (1-2yr)
tomato,Tamil Nadu,Periyar Nagar(Uzhavar Sandhai ),2024-07-15,2026-07-27,94,Short (1-2yr)
tomato,Tamil Nadu,Perundurai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Perundurai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Pollachi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Pollachi(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Polur(Thiruvannamalai) APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Polur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Ponnamaravathi(Uzhavar Sandhai),2026-02-09,2026-07-27,25,Thin (<1yr)
tomato,Tamil Nadu,Pudukottai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Pudukottai(Uzhavar Sandhai ),2024-07-15,2026-07-27,92,Short (1-2yr)
tomato,Tamil Nadu,RSPuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,77,Short (1-2yr)
tomato,Tamil Nadu,Rajapalayam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Ramanathapuram APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Ramanathapuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Ranipettai(Uzhavar Sandhai ),2024-07-15,2026-07-27,77,Short (1-2yr)
tomato,Tamil Nadu,Rasipuram APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Rasipuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,84,Short (1-2yr)
tomato,Tamil Nadu,Sampath Nagar(Uzhavar Sandhai ),2024-07-15,2026-07-27,78,Short (1-2yr)
tomato,Tamil Nadu,Sangarapuram APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Sankarankoil(Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Sankarankovil APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Sankarapuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Sathiyamagalam(Uzhavar Sandhai ),2024-07-15,2026-07-27,78,Short (1-2yr)
tomato,Tamil Nadu,Sathur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Sathur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Sathyamangalam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Singampunari(Uzhavar Sandhai ),2024-07-15,2026-07-27,78,Short (1-2yr)
tomato,Tamil Nadu,Singampuneri APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Singanallur(Uzhavar Sandhai ),2024-07-15,2026-07-27,104,Short (1-2yr)
tomato,Tamil Nadu,Sirkali APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Sirkali(Uzhavar Sandhai ),2024-07-15,2026-07-27,106,Short (1-2yr)
tomato,Tamil Nadu,Sivagangai (Uzhavar Sandhai ),2024-07-15,2026-07-27,104,Short (1-2yr)
tomato,Tamil Nadu,Sivagangai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Sivakasi(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Sooramangalam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Srivilliputhur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Sulur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Sulur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Sundarapuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,80,Short (1-2yr)
tomato,Tamil Nadu,Sunguvarchatram(Uzhavar Sandhai ),2024-07-15,2026-07-27,103,Short (1-2yr)
tomato,Tamil Nadu,Tamarainagar(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Tenkasi(Uzhavar Sandhai ),2024-07-15,2026-07-27,79,Short (1-2yr)
tomato,Tamil Nadu,Thalavadi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thalavadi(Uzhavar Sandhai ),2024-07-15,2026-07-27,77,Short (1-2yr)
tomato,Tamil Nadu,Thalavaipuram(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Thammampati APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thammampatti (Uzhavar Sandhai ),2024-07-15,2026-07-27,85,Short (1-2yr)
tomato,Tamil Nadu,Thanjavur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thanjavur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Thathakapatti(Uzhavar Sandhai ),2024-07-15,2026-07-27,100,Short (1-2yr)
tomato,Tamil Nadu,Theni APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Theni(Uzhavar Sandhai ),2024-07-15,2026-07-27,79,Short (1-2yr)
tomato,Tamil Nadu,Thenkasi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thirukalukundram(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Thirumangalam APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thirumangalam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Thirupathur APMC,2024-06-17,2026-07-27,111,Short (1-2yr)
tomato,Tamil Nadu,Thiruvannamalai APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thiruvarur APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thiruverumbur(Uzhavar Sandhai ),2026-02-02,2026-07-27,26,Thin (<1yr)
tomato,Tamil Nadu,Thoothukudi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Thuraiyur APMC,2024-06-17,2026-07-27,85,Short (1-2yr)
tomato,Tamil Nadu,Tindivanam APMC,2024-06-17,2026-07-27,111,Short (1-2yr)
tomato,Tamil Nadu,Tiruchengode APMC,2024-06-17,2026-07-27,109,Short (1-2yr)
tomato,Tamil Nadu,Tirukattupalli(Uzhavar Sandhai ),2026-02-02,2026-07-27,26,Thin (<1yr)
tomato,Tamil Nadu,Tirupatthur(Uzhavar Sandhai ),2024-07-15,2026-07-27,85,Short (1-2yr)
tomato,Tamil Nadu,Tiruppur (North) (Uzhavar Sandhai ),2024-07-15,2026-07-27,97,Short (1-2yr)
tomato,Tamil Nadu,Tiruppur (South) (Uzhavar Sandhai ),2024-07-15,2026-07-27,83,Short (1-2yr)
tomato,Tamil Nadu,Tiruthani(Uzhavar Sandhai ),2026-02-02,2026-07-27,26,Thin (<1yr)
tomato,Tamil Nadu,Tiruthuraipoondi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Tiruthuraipoondi(Uzhavar Sandhai ),2024-07-15,2024-10-07,13,Thin (<1yr)
tomato,Tamil Nadu,Tiruvallur(Uzhavar Sandhai ),2024-07-15,2026-07-27,105,Short (1-2yr)
tomato,Tamil Nadu,Tiruvannamalai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Tiruvarur(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Tuticorin(Uzhavar Sandhai ),2024-07-15,2026-07-27,103,Short (1-2yr)
tomato,Tamil Nadu,Udhagamandalam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Udumalpet APMC,2024-06-17,2026-07-27,111,Short (1-2yr)
tomato,Tamil Nadu,Ulundurpettai APMC,2024-06-17,2026-07-27,111,Short (1-2yr)
tomato,Tamil Nadu,Usilampatti(Uzhavar Sandhai ),2025-11-10,2026-07-27,38,Thin (<1yr)
tomato,Tamil Nadu,Usilampatty APMC,2024-06-17,2025-11-10,74,Short (1-2yr)
tomato,Tamil Nadu,Vadalur(Uzhavar Sandhai ),2026-02-02,2026-07-27,26,Thin (<1yr)
tomato,Tamil Nadu,Vadaseri APMC,2024-06-17,2026-07-27,111,Short (1-2yr)
tomato,Tamil Nadu,Vadavalli(Uzhavar Sandhai ),2024-07-15,2026-07-27,101,Short (1-2yr)
tomato,Tamil Nadu,Valangaiman APMC,2024-06-17,2026-07-27,111,Short (1-2yr)
tomato,Tamil Nadu,Vandavasi(Uzhavar Sandhai ),2025-03-10,2026-07-27,35,Thin (<1yr)
tomato,Tamil Nadu,Vaniyambadi APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Vaniyampadi(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Vazhapadi(Uzhavar Sandhai),2026-02-09,2026-07-27,25,Thin (<1yr)
tomato,Tamil Nadu,Vedaranyam(Uzhavar Sandhai),2026-02-09,2026-07-27,25,Thin (<1yr)
tomato,Tamil Nadu,Vedasanthur(Uzhavar Sandhai ),2024-07-15,2026-07-27,105,Short (1-2yr)
tomato,Tamil Nadu,Velayuthampalayam(Uzhavar Sandhai ),2024-07-15,2026-07-27,83,Short (1-2yr)
tomato,Tamil Nadu,Vellore APMC,2024-06-17,2026-07-27,111,Short (1-2yr)
tomato,Tamil Nadu,Vengamedu(Uzhavar Sandhai ),2026-02-09,2026-07-27,25,Thin (<1yr)
tomato,Tamil Nadu,Villupuram(Uzhavar Sandhai ),2026-02-02,2026-07-27,26,Thin (<1yr)
tomato,Tamil Nadu,Viralimalai(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Virudhunagar APMC,2024-06-17,2024-07-15,5,Thin (<1yr)
tomato,Tamil Nadu,Virudhunagar(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Tamil Nadu,Viruthachalam(Uzhavar Sandhai ),2024-07-15,2026-07-27,107,Short (1-2yr)
tomato,Telangana,APMC PATANCHERU,2026-05-18,2026-07-20,9,Thin (<1yr)
